Timestamp,option price,Equity Price,Implied Vol
8/5/25 2:55 PM,1.0051,5.2556,0.957506429
8/5/25 3:00 PM,1.02,5.2575,0.963901655
8/5/25 3:05 PM,1.03,5.2775,0.964596595
8/5/25 3:15 PM,1,5.225,0.961038497
8/5/25 3:20 PM,1.005,5.24,0.960455229
8/5/25 3:30 PM,0.99,5.235,0.954581376
8/5/25 3:35 PM,1,5.235,0.959145266
8/5/25 3:40 PM,0.9999,5.2098,0.963925325
8/5/25 3:45 PM,0.98,5.23,0.950974609
8/5/25 3:50 PM,0.98,5.225,0.951926114
8/5/25 3:55 PM,0.98,5.1929,0.958038981
8/5/25 4:00 PM,0.975,5.1875,0.956770867
8/6/25 9:30 AM,1,5.19,0.968680152
8/6/25 9:35 AM,1.03,5.2233,0.975971541
8/6/25 9:40 AM,0.9911,5.195,0.963633486
8/6/25 9:45 AM,1.02,5.33,0.951073921
8/6/25 9:50 AM,1.0395,5.395,0.947541722
8/6/25 9:55 AM,1.0395,5.415,0.943812319
8/6/25 10:00 AM,1.0398,5.43,0.941158906
8/6/25 10:05 AM,1.031,5.43,0.937300438
8/6/25 10:10 AM,1.03,5.415,0.939643644
8/6/25 10:15 AM,1.025,5.415,0.937445416
8/6/25 10:20 AM,1.01,5.3735,0.938506639
8/6/25 10:25 AM,0.99,5.315,0.940454506
8/6/25 10:30 AM,1.0005,5.34,0.940509794
8/6/25 10:35 AM,1.0005,5.315,0.945187322
8/6/25 10:40 AM,1.0161,5.3322,0.948960399
8/6/25 10:45 AM,1.0005,5.295,0.948953678
8/6/25 10:50 AM,1,5.3,0.947791213
8/6/25 10:55 AM,1.01,5.355,0.941978558
8/6/25 11:00 AM,1.03,5.375,0.947139731
8/6/25 11:05 AM,1.01,5.34,0.944789292
8/6/25 11:10 AM,1.03,5.3599,0.949979936
8/6/25 11:15 AM,1.04,5.3578,0.9548241
8/6/25 11:20 AM,1.03,5.3569,0.950552019
8/6/25 11:45 AM,1.03,5.3657,0.948919959
8/6/25 11:50 AM,1.025,5.335,0.952470945
8/6/25 11:55 AM,1.025,5.345,0.950591689
8/6/25 12:00 PM,1.02,5.3388,0.949529716
8/6/25 12:10 PM,1.02,5.365,0.944627057
8/6/25 12:20 PM,1.026,5.39,0.942632393
8/6/25 12:25 PM,1.03,5.39,0.94440614
8/6/25 12:30 PM,1.04,5.385,0.949768334
8/6/25 12:40 PM,1.0399,5.38,0.950670821
8/6/25 12:50 PM,1.04,5.39,0.94884748
8/6/25 1:00 PM,1.0301,5.345,0.95291986
8/6/25 1:10 PM,1,5.345,0.939485692
8/6/25 1:15 PM,1.01,5.315,0.949589127
8/6/25 1:30 PM,1.005,5.365,0.938015443
8/6/25 1:40 PM,1.0038,5.325,0.9449481
8/6/25 1:55 PM,1.0199,5.355,0.946540073
8/6/25 2:10 PM,1.0197,5.35,0.947400378
8/6/25 2:35 PM,1.005,5.335,0.943659705
8/6/25 2:50 PM,1.02,5.3235,0.952552258
8/6/25 2:55 PM,1.01,5.2901,0.954373169
8/6/25 3:05 PM,1.01,5.3154,0.949604859
8/6/25 3:25 PM,0.9979,5.295,0.948011476
8/6/25 3:35 PM,1.001,5.28,0.952250437
8/6/25 3:45 PM,1,5.265,0.954646091
8/6/25 3:50 PM,0.9901,5.23,0.956791923
8/6/25 3:55 PM,0.9801,5.24,0.950327359
8/6/25 4:00 PM,0.9801,5.245,0.949386288
8/7/25 9:35 AM,1.065,5.49,0.942184262
8/7/25 9:40 AM,1.06,5.435,0.950252747
8/7/25 9:45 AM,1.05,5.435,0.945875398
8/7/25 9:50 AM,1.0402,5.475,0.934186589
8/7/25 9:55 AM,1.045,5.4999,0.931702978
8/7/25 10:00 AM,1.055,5.5015,0.935747468
8/7/25 10:05 AM,1.08,5.535,0.940360884
8/7/25 10:10 AM,1.07,5.526,0.937723044
8/7/25 10:15 AM,1.07,5.485,0.945313353
8/7/25 10:20 AM,1.08,5.515,0.94407269
8/7/25 10:25 AM,1.065,5.525,0.935765229
8/7/25 10:30 AM,1.07,5.565,0.930586393
8/7/25 10:35 AM,1.0749,5.5999,0.926324099
8/7/25 10:40 AM,1.09,5.555,0.940985726
8/7/25 10:45 AM,1.0899,5.52,0.947428996
8/7/25 10:50 AM,1.095,5.505,0.952426263
8/7/25 10:55 AM,1.09,5.485,0.954012918
8/7/25 11:00 AM,1.06,5.46,0.945652052
8/7/25 11:05 AM,1.08,5.4397,0.9581872
8/7/25 11:10 AM,1.0827,5.4306,0.961089733
8/7/25 11:25 AM,1.05,5.415,0.949695477
8/7/25 11:30 AM,1.07,5.4076,0.959888003
8/7/25 11:35 AM,1.0697,5.3945,0.962241486
8/7/25 11:50 AM,1.06,5.35,0.966428368
8/7/25 11:55 AM,1.05,5.37,0.95819185
8/7/25 12:00 PM,1.05,5.36,0.960090414
8/7/25 12:05 PM,1.056,5.365,0.961808978
8/7/25 12:25 PM,1.06,5.4399,0.949472863
8/7/25 12:30 PM,1.0564,5.4514,0.945756542
8/7/25 1:05 PM,1.0437,5.385,0.952629463
8/7/25 1:15 PM,1.065,5.385,0.962054471
8/7/25 1:20 PM,1.063,5.365,0.96497591
8/7/25 1:25 PM,1.0635,5.36,0.966154819
8/7/25 1:30 PM,1.07,5.345,0.971915226
8/7/25 1:35 PM,1.04,5.325,0.962362982
8/7/25 1:45 PM,1.0486,5.395,0.952948225
8/7/25 1:55 PM,1.09,5.45,0.960747814
8/7/25 2:00 PM,1.0896,5.48,0.954931342
8/7/25 2:05 PM,1.085,5.505,0.948273633
8/7/25 2:10 PM,1.085,5.4597,0.956755295
8/7/25 2:15 PM,1.082,5.4122,0.96442558
8/7/25 2:30 PM,1.05,5.468,0.939979871
8/7/25 2:35 PM,1.09,5.485,0.954196344
8/7/25 2:40 PM,1.09,5.465,0.957957075
8/7/25 2:45 PM,1.08,5.455,0.95549127
8/7/25 2:50 PM,1.0865,5.475,0.954566663
8/7/25 2:55 PM,1.0908,5.48,0.955497292
8/7/25 3:15 PM,1.095,5.495,0.954518495
8/7/25 3:20 PM,1.0999,5.505,0.954764087
8/7/25 3:30 PM,1.1,5.475,0.960454205
8/7/25 3:35 PM,1.1,5.5,0.955756879
8/7/25 3:40 PM,1.11,5.51,0.958193584
8/7/25 3:45 PM,1.1199,5.505,0.963400455
8/7/25 3:50 PM,1.12,5.515,0.96156163
8/7/25 3:55 PM,1.12,5.525,0.959683948
8/7/25 4:00 PM,1.12,5.535,0.95781043
8/8/25 9:35 AM,1.17,5.535,0.980082216
8/8/25 9:40 AM,1.1499,5.5099,0.976278953
8/8/25 9:45 AM,1.089,5.54,0.94447313
8/8/25 9:55 AM,1.07,5.57,0.930818701
8/8/25 10:00 AM,1.13,5.525,0.964886706
8/8/25 10:15 AM,1.14,5.64,0.947654946
8/8/25 10:20 AM,1.1501,5.645,0.950974876
8/8/25 10:25 AM,1.149,5.645,0.950517444
8/8/25 10:35 AM,1.149,5.6176,0.955619182
8/8/25 10:40 AM,1.152592,5.63,0.954825608
8/8/25 10:45 AM,1.16,5.625,0.958879037
8/8/25 10:55 AM,1.14,5.5945,0.956142912
8/8/25 11:00 AM,1.15,5.61,0.957480456
8/8/25 11:05 AM,1.15,5.615,0.956551003
8/8/25 11:10 AM,1.1476,5.61,0.956475615
8/8/25 11:15 AM,1.14,5.615,0.952339958
8/8/25 11:20 AM,1.1401,5.635,0.94867604
8/8/25 11:25 AM,1.149,5.618,0.95558647
8/8/25 11:30 AM,1.083,5.5901,0.93277432
8/8/25 11:40 AM,1.13,5.605,0.949992014
8/8/25 11:45 AM,1.15,5.585,0.962201958
8/8/25 12:00 PM,1.1278,5.618,0.946670228
8/8/25 12:05 PM,1.0901,5.67,0.921304477
8/8/25 12:10 PM,1.0901,5.655,0.924015933
8/8/25 12:20 PM,1.1,5.655,0.928190862
8/8/25 12:25 PM,1.0901,5.645,0.925837876
8/8/25 12:40 PM,1.0914,5.6398,0.927341478
8/8/25 12:45 PM,1.0901,5.625,0.929485372
8/8/25 12:55 PM,1.09,5.585,0.93676053
8/8/25 1:05 PM,1.1,5.5812,0.941728401
8/8/25 1:15 PM,1.0701,5.59,0.927379126
8/8/25 1:25 PM,1.0949,5.575,0.940713565
8/8/25 1:30 PM,1.1,5.585,0.941048586
8/8/25 1:35 PM,1.09,5.6199,0.930412296
8/8/25 1:50 PM,1.12,5.6472,0.938099214
8/8/25 2:00 PM,1.105,5.615,0.937680961
8/8/25 2:05 PM,1.11,5.605,0.941641406
8/8/25 2:10 PM,1.09,5.6197,0.930477306
8/8/25 2:15 PM,1.08,5.605,0.928914466
8/8/25 2:20 PM,1.08,5.6,0.929829157
8/8/25 2:25 PM,1.083,5.6167,0.928068216
8/8/25 2:30 PM,1.09,5.595,0.935005186
8/8/25 2:35 PM,1.062,5.6154,0.9193944
8/8/25 2:40 PM,1.0292,5.625,0.903722454
8/8/25 2:45 PM,1.025,5.635,0.900165569
8/8/25 2:50 PM,1.02,5.64,0.897159024
8/8/25 2:55 PM,0.9901,5.635,0.885292279
8/8/25 3:00 PM,0.985,5.655,0.879641461
8/8/25 3:05 PM,1.0101,5.6319,0.894381374
8/8/25 3:10 PM,1.08,5.635,0.923515909
8/8/25 3:15 PM,1.0838,5.635,0.92512698
8/8/25 3:20 PM,1.0854,5.64,0.924901742
8/8/25 3:25 PM,1.0905,5.6371,0.927585819
8/8/25 3:30 PM,1.09,5.655,0.924136086
8/8/25 3:35 PM,1.0862,5.665,0.920736007
8/8/25 3:40 PM,1.0817,5.655,0.920647186
8/8/25 3:45 PM,1.0813,5.655,0.920482626
8/8/25 3:50 PM,1.07,5.6524,0.916187421
8/8/25 3:55 PM,1.08,5.6329,0.923932313
8/8/25 4:00 PM,1.02,5.62,0.900749887
